ts,motor_rpm,pressure_bar,axis1_torque,motor_temp,servo_current,servo_voltage,axis2_position,axis2_velocity,axis1_velocity,axis1_position
6690,1237.989,6.275,31.409,72.447,6.605,48.431,69.161,75.825,-176.603,82.706
6691,1237.969,6.275,31.352,72.451,6.599,48.431,69.232,75.577,-177.418,82.532
6692,1237.754,6.274,31.316,72.452,6.589,48.431,69.3,75.322,-178.219,82.353
6693,1237.718,6.274,31.279,72.453,6.583,48.431,69.386,75.084,-179.024,82.179
6694,1237.577,6.272,31.232,72.452,6.577,48.43,69.456,74.824,-179.85,82.003
6695,1237.559,6.272,31.191,72.456,6.571,48.431,69.521,74.59,-180.649,81.819
6696,1237.431,6.27,31.138,72.458,6.565,48.43,69.606,74.342,-181.449,81.625
6697,1237.443,6.269,31.092,72.457,6.559,48.43,69.679,74.087,-182.26,81.445
6698,1237.346,6.269,31.06,72.457,6.552,48.43,69.756,73.852,-183.051,81.274
6699,1237.236,6.267,31.027,72.46,6.548,48.43,69.825,73.599,-183.869,81.089
6700,1237.106,6.267,30.969,72.458,6.542,48.431,69.893,73.34,-184.647,80.907
6701,1237.03,6.266,30.933,72.461,6.536,48.429,69.971,73.091,-185.437,80.711
6702,1236.906,6.264,30.903,72.464,6.526,48.431,70.037,72.853,-186.262,80.537
6703,1236.892,6.263,30.863,72.459,6.521,48.431,70.116,72.604,-187.054,80.342
6704,1236.74,6.263,30.829,72.46,6.515,48.429,70.184,72.35,-187.844,80.162
6705,1236.629,6.261,30.796,72.461,6.51,48.43,70.267,72.099,-188.642,79.96
6706,1236.52,6.26,30.754,72.462,6.501,48.429,70.332,71.845,-189.409,79.786
6707,1236.423,6.259,30.721,72.462,6.496,48.43,70.401,71.595,-190.197,79.598
6708,1236.385,6.259,30.689,72.467,6.49,48.43,70.485,71.358,-190.986,79.4
6709,1236.389,6.258,30.663,72.466,6.481,48.43,70.557,71.092,-191.779,79.208
6710,1236.15,6.256,30.628,72.47,6.474,48.43,70.629,70.846,-192.541,79.017
6711,1236.208,6.255,30.59,72.468,6.47,48.43,70.682,70.602,-193.347,78.821
6712,1235.936,6.255,30.569,72.473,6.463,48.429,70.758,70.356,-194.12,78.629
6713,1235.896,6.253,30.53,72.467,6.456,48.429,70.83,70.1,-194.866,78.438
6714,1235.816,6.252,30.517,72.471,6.449,48.429,70.901,69.837,-195.64,78.239
6715,1235.702,6.251,30.491,72.476,6.441,48.43,70.97,69.59,-196.409,78.052
6716,1235.642,6.251,30.451,72.47,6.433,48.429,71.036,69.341,-197.19,77.855
6717,1235.487,6.249,30.436,72.474,6.427,48.43,71.107,69.08,-197.945,77.64
6718,1235.467,6.248,30.402,72.472,6.419,48.428,71.175,68.829,-198.733,77.443
6719,1235.376,6.248,30.378,72.475,6.413,48.429,71.256,68.579,-199.508,77.247
6720,1235.4,6.245,30.361,72.475,6.407,48.428,71.324,68.339,-200.236,77.049
6721,1235.261,6.245,30.338,72.478,6.398,48.43,71.385,68.077,-201.02,76.845
6722,1235.211,6.243,30.3,72.476,6.392,48.428,71.449,67.813,-201.756,76.651
6723,1235.031,6.243,30.289,72.48,6.383,48.428,71.511,67.563,-202.505,76.452
6724,1234.9,6.241,30.274,72.477,6.375,48.429,71.594,67.306,-203.274,76.245
6725,1234.888,6.241,30.252,72.478,6.371,48.429,71.655,67.062,-204.039,76.049
6726,1234.803,6.24,30.224,72.482,6.36,48.427,71.723,66.801,-204.787,75.826
6727,1234.629,6.238,30.205,72.48,6.356,48.429,71.786,66.555,-205.543,75.624
6728,1234.539,6.238,30.182,72.48,6.349,48.428,71.862,66.293,-206.287,75.424
6729,1234.545,6.236,30.179,72.484,6.338,48.429,71.925,66.044,-207.029,75.219
6730,1234.337,6.235,30.15,72.487,6.33,48.428,71.978,65.783,-207.746,75.01
6731,1234.375,6.234,30.134,72.483,6.326,48.428,72.061,65.537,-208.489,74.807
6732,1234.289,6.234,30.137,72.485,6.315,48.428,72.11,65.268,-209.234,74.589
6733,1234.155,6.233,30.105,72.488,6.309,48.428,72.189,65.012,-209.974,74.388
6734,1234.141,6.231,30.099,72.486,6.301,48.427,72.244,64.757,-210.691,74.18
6735,1234.081,6.229,30.086,72.489,6.294,48.427,72.31,64.494,-211.425,73.96
6736,1233.935,6.229,30.085,72.49,6.285,48.428,72.371,64.25,-212.177,73.754
6737,1233.777,6.227,30.068,72.491,6.279,48.427,72.439,63.982,-212.903,73.541
6738,1233.724,6.227,30.054,72.487,6.273,48.428,72.513,63.728,-213.617,73.323
6739,1233.653,6.226,30.056,72.492,6.265,48.428,72.577,63.469,-214.316,73.107
6740,1233.551,6.225,30.031,72.493,6.255,48.427,72.631,63.206,-215.07,72.898
6741,1233.429,6.224,30.036,72.493,6.248,48.427,72.703,62.957,-215.782,72.689
6742,1233.466,6.222,30.033,72.496,6.241,48.426,72.759,62.69,-216.472,72.467
6743,1233.226,6.222,30.022,72.496,6.231,48.427,72.81,62.431,-217.225,72.245
6744,1233.148,6.22,30.015,72.496,6.225,48.426,72.89,62.19,-217.912,72.039
6745,1233.075,6.22,30.01,72.499,6.216,48.427,72.946,61.926,-218.614,71.821
6746,1233.01,6.218,30.01,72.499,6.207,48.426,73,61.655,-219.322,71.594
6747,1232.904,6.217,30.003,72.499,6.202,48.427,73.06,61.407,-220.046,71.383
6748,1232.852,6.215,30,72.496,6.191,48.426,73.119,61.148,-220.748,71.154
6749,1232.762,6.215,30.005,72.503,6.183,48.426,73.181,60.883,-221.426,70.93
6750,1232.742,6.213,29.993,72.501,6.175,48.427,73.247,60.626,-222.149,70.715
6751,1232.705,6.212,30,72.502,6.167,48.426,73.32,60.365,-222.854,70.496
6752,1232.45,6.211,30,72.499,6.16,48.427,73.367,60.109,-223.527,70.262
6753,1232.346,6.21,30.007,72.505,6.15,48.427,73.441,59.835,-224.214,70.036
6754,1232.414,6.209,29.998,72.501,6.141,48.426,73.498,59.576,-224.924,69.807
6755,1232.188,6.207,30.009,72.508,6.133,48.425,73.548,59.315,-225.609,69.584
6756,1232.165,6.207,30.008,72.509,6.127,48.425,73.612,59.061,-226.287,69.368
6757,1232.094,6.206,30.013,72.509,6.117,48.425,73.667,58.796,-226.966,69.131
6758,1232.006,6.205,30.023,72.504,6.111,48.426,73.72,58.528,-227.644,68.904
6759,1231.855,6.203,30.035,72.509,6.101,48.426,73.778,58.263,-228.321,68.691
6760,1231.792,6.201,30.035,72.508,6.094,48.425,73.841,58.004,-228.999,68.462
6761,1231.679,6.201,30.049,72.513,6.086,48.425,73.895,57.748,-229.696,68.224
6762,1231.771,6.199,30.047,72.513,6.077,48.425,73.952,57.479,-230.375,67.994
6763,1231.504,6.2,30.061,72.514,6.066,48.426,74.015,57.216,-231.016,67.765
6764,1231.554,6.198,30.08,72.513,6.058,48.424,74.064,56.959,-231.685,67.534
6765,1231.387,6.198,30.089,72.51,6.05,48.425,74.139,56.702,-232.371,67.294
6766,1231.269,6.195,30.093,72.518,6.041,48.424,74.184,56.438,-233.039,67.059
6767,1231.331,6.195,30.109,72.517,6.031,48.425,74.238,56.161,-233.7,66.843
6768,1231.121,6.194,30.125,72.517,6.024,48.426,74.302,55.913,-234.343,66.602
6769,1231.135,6.193,30.142,72.514,6.017,48.424,74.353,55.63,-234.984,66.364
6770,1231.028,6.191,30.163,72.516,6.006,48.425,74.406,55.384,-235.641,66.126
6771,1230.842,6.191,30.181,72.521,5.997,48.425,74.475,55.104,-236.309,65.902
6772,1230.84,6.19,30.189,72.519,5.989,48.424,74.513,54.849,-236.959,65.667
6773,1230.809,6.187,30.201,72.52,5.983,48.425,74.584,54.581,-237.619,65.424
6774,1230.736,6.186,30.219,72.524,5.974,48.425,74.623,54.311,-238.228,65.187
6775,1230.503,6.186,30.25,72.523,5.964,48.423,74.688,54.059,-238.88,64.954
6776,1230.525,6.183,30.273,72.522,5.953,48.424,74.73,53.788,-239.545,64.702
6777,1230.448,6.182,30.284,72.527,5.944,48.425,74.799,53.513,-240.15,64.473
6778,1230.31,6.181,30.308,72.524,5.938,48.423,74.842,53.251,-240.805,64.218
6779,1230.253,6.18,30.34,72.522,5.926,48.423,74.891,52.997,-241.429,63.987
6780,1230.156,6.179,30.351,72.524,5.92,48.424,74.946,52.723,-242.059,63.734
6781,1230.062,6.178,30.375,72.531,5.91,48.424,75.009,52.459,-242.682,63.498
6782,1230.036,6.177,30.393,72.527,5.899,48.423,75.05,52.197,-243.324,63.247
6783,1229.933,6.176,30.427,72.528,5.892,48.423,75.118,51.922,-243.931,63.019
6784,1229.924,6.174,30.459,72.529,5.881,48.423,75.167,51.651,-244.55,62.764
6785,1229.717,6.173,30.491,72.53,5.875,48.423,75.22,51.39,-245.186,62.523
6786,1229.64,6.171,30.519,72.535,5.866,48.423,75.265,51.116,-245.797,62.288
6787,1229.65,6.171,30.54,72.531,5.857,48.424,75.317,50.858,-246.422,62.025
6788,1229.493,6.171,30.559,72.534,5.846,48.423,75.373,50.591,-247.029,61.785
6789,1229.372,6.169,30.599,72.534,5.84,48.423,75.413,50.321,-247.628,61.539
6790,1229.366,6.167,30.625,72.535,5.829,48.424,75.463,50.046,-248.252,61.285
6791,1229.222,6.167,30.664,72.536,5.819,48.423,75.505,49.777,-248.845,61.035
6792,1229.193,6.166,30.688,72.532,5.81,48.423,75.556,49.515,-249.449,60.787
6793,1229.206,6.164,30.735,72.536,5.8,48.423,75.623,49.237,-250.051,60.552
6794,1229.033,6.164,30.764,72.537,5.791,48.423,75.666,48.985,-250.623,60.296
6795,1229.034,6.161,30.797,72.538,5.782,48.422,75.718,48.698,-251.214,60.036
6796,1228.931,6.16,30.831,72.537,5.774,48.423,75.759,48.444,-251.837,59.781
6797,1228.82,6.159,30.868,72.537,5.766,48.422,75.812,48.173,-252.422,59.548
6798,1228.65,6.158,30.905,72.538,5.753,48.422,75.86,47.895,-252.981,59.29
6799,1228.537,6.156,30.932,72.538,5.746,48.421,75.906,47.629,-253.589,59.038
6800,1228.626,6.155,30.984,72.544,5.735,48.421,75.943,47.353,-254.161,58.77
7401,1200.624,5.185,61.66,73.015,4.044,48.363,54.961,-109.57,-96.131,-95.198
7402,1200.604,5.183,61.553,73.017,4.055,48.364,54.859,-109.777,-95.203,-95.305
7403,1200.575,5.182,61.456,73.017,4.063,48.365,54.739,-109.964,-94.248,-95.402
7404,1200.505,5.18,61.353,73.019,4.073,48.365,54.641,-110.152,-93.314,-95.477
7405,1200.614,5.178,61.237,73.019,4.081,48.364,54.527,-110.353,-92.363,-95.58
7406,1200.501,5.177,61.131,73.024,4.091,48.365,54.416,-110.546,-91.437,-95.676
7407,1200.478,5.175,61.038,73.023,4.099,48.364,54.297,-110.731,-90.488,-95.758
7408,1200.534,5.172,60.923,73.023,4.107,48.364,54.2,-110.931,-89.538,-95.862
7409,1200.483,5.171,60.823,73.02,4.116,48.364,54.083,-111.129,-88.583,-95.951
7410,1200.465,5.17,60.713,73.021,4.127,48.363,53.975,-111.308,-87.654,-96.028
7411,1200.49,5.167,60.608,73.026,4.134,48.364,53.864,-111.496,-86.717,-96.116
7412,1200.426,5.166,60.505,73.025,4.143,48.363,53.753,-111.693,-85.769,-96.211
7413,1200.471,5.163,60.397,73.027,4.153,48.362,53.639,-111.897,-84.791,-96.281
7414,1200.457,5.162,60.298,73.025,4.162,48.362,53.526,-112.068,-83.861,-96.365
7415,1200.521,5.159,60.171,73.028,4.17,48.363,53.409,-112.273,-82.899,-96.461
7416,1200.484,5.158,60.065,73.029,4.182,48.362,53.295,-112.46,-81.965,-96.541
7417,1200.5,5.157,59.965,73.025,4.189,48.362,53.187,-112.648,-80.973,-96.625
7418,1200.497,5.155,59.849,73.026,4.2,48.362,53.076,-112.838,-80.041,-96.706
7419,1200.419,5.152,59.752,73.029,4.21,48.361,52.961,-113.015,-79.086,-96.774
7420,1200.307,5.15,59.637,73.034,4.219,48.363,52.84,-113.219,-78.14,-96.848
7421,1200.452,5.148,59.524,73.033,4.227,48.363,52.738,-113.394,-77.161,-96.927
7422,1200.322,5.147,59.409,73.034,4.235,48.363,52.616,-113.583,-76.229,-97.005
7423,1200.258,5.145,59.298,73.03,4.246,48.362,52.51,-113.779,-75.248,-97.085
7424,1200.38,5.143,59.183,73.036,4.255,48.362,52.392,-113.961,-74.279,-97.157
7425,1200.343,5.141,59.082,73.031,4.264,48.362,52.284,-114.136,-73.319,-97.239
7426,1200.402,5.139,58.966,73.032,4.274,48.361,52.158,-114.339,-72.388,-97.319
7427,1200.219,5.138,58.863,73.038,4.281,48.362,52.041,-114.518,-71.43,-97.391
7428,1200.28,5.136,58.752,73.04,4.292,48.362,51.929,-114.704,-70.445,-97.445
7429,1200.279,5.133,58.636,73.037,4.302,48.36,51.826,-114.878,-69.485,-97.527
7430,1200.19,5.131,58.516,73.041,4.31,48.361,51.708,-115.077,-68.526,-97.595
7431,1200.35,5.13,58.4,73.036,4.32,48.362,51.584,-115.25,-67.567,-97.657
7432,1200.265,5.127,58.285,73.037,4.328,48.362,51.47,-115.439,-66.599,-97.718
7433,1200.322,5.126,58.182,73.037,4.34,48.361,51.363,-115.613,-65.657,-97.794
7434,1200.175,5.124,58.066,73.038,4.348,48.362,51.234,-115.801,-64.655,-97.867
7435,1200.182,5.123,57.944,73.044,4.36,48.36,51.129,-115.986,-63.725,-97.914
7436,1200.184,5.121,57.829,73.041,4.367,48.361,51.017,-116.161,-62.721,-97.986
7437,1200.249,5.119,57.706,73.043,4.378,48.36,50.897,-116.336,-61.758,-98.043
7438,1200.316,5.116,57.591,73.045,4.387,48.361,50.779,-116.528,-60.814,-98.1
7439,1200.204,5.115,57.47,73.045,4.397,48.36,50.665,-116.703,-59.838,-98.167
7440,1200.152,5.112,57.362,73.048,4.406,48.361,50.555,-116.877,-58.863,-98.225
7441,1200.257,5.11,57.251,73.047,4.416,48.36,50.428,-117.073,-57.879,-98.285
7442,1200.119,5.11,57.134,73.049,4.424,48.361,50.302,-117.242,-56.938,-98.337
7443,1200.251,5.107,57.016,73.052,4.436,48.36,50.199,-117.431,-55.976,-98.393
7444,1200.252,5.105,56.887,73.045,4.446,48.359,50.069,-117.608,-54.966,-98.461
7445,1200.276,5.103,56.772,73.048,4.455,48.36,49.955,-117.784,-54.018,-98.517
7446,1200.248,5.102,56.666,73.048,4.463,48.36,49.835,-117.946,-53.04,-98.563
7447,1200.137,5.1,56.54,73.052,4.474,48.36,49.714,-118.126,-52.081,-98.626
7448,1200.19,5.098,56.424,73.055,4.485,48.359,49.595,-118.302,-51.101,-98.678
7449,1200.238,5.095,56.308,73.05,4.494,48.359,49.487,-118.481,-50.111,-98.71
7450,1200.22,5.094,56.187,73.053,4.501,48.359,49.375,-118.651,-49.132,-98.765
7451,1200.058,5.092,56.057,73.055,4.511,48.358,49.257,-118.832,-48.159,-98.811
7452,1200.079,5.091,55.937,73.056,4.523,48.36,49.13,-119.004,-47.19,-98.864
7453,1200.091,5.088,55.816,73.055,4.531,48.358,49.018,-119.191,-46.22,-98.906
7454,1200.178,5.086,55.691,73.059,4.541,48.359,48.885,-119.355,-45.239,-98.948
7455,1200.216,5.085,55.58,73.054,4.553,48.359,48.775,-119.536,-44.27,-99
7456,1200.167,5.082,55.455,73.058,4.56,48.358,48.649,-119.711,-43.276,-99.039
7457,1200.182,5.081,55.347,73.06,4.569,48.358,48.538,-119.873,-42.3,-99.08
7458,1200.193,5.079,55.215,73.056,4.58,48.358,48.417,-120.047,-41.339,-99.134
7459,1200.088,5.077,55.103,73.059,4.592,48.358,48.29,-120.22,-40.373,-99.176
7460,1200.186,5.076,54.983,73.062,4.6,48.358,48.167,-120.396,-39.39,-99.207
7461,1200.096,5.074,54.846,73.064,4.609,48.359,48.043,-120.567,-38.39,-99.257
7462,1199.997,5.072,54.739,73.058,4.62,48.357,47.923,-120.744,-37.4,-99.29
7463,1200.074,5.069,54.612,73.061,4.631,48.358,47.814,-120.898,-36.423,-99.321
7464,1200.049,5.067,54.482,73.061,4.641,48.358,47.681,-121.067,-35.451,-99.355
7465,1200.1,5.067,54.364,73.065,4.651,48.357,47.564,-121.236,-34.464,-99.387
7466,1200.08,5.065,54.239,73.065,4.661,48.357,47.445,-121.409,-33.487,-99.421
7467,1200.072,5.062,54.108,73.066,4.668,48.356,47.321,-121.58,-32.518,-99.461
7468,1200.061,5.06,53.99,73.065,4.679,48.357,47.199,-121.753,-31.517,-99.49
7469,1199.958,5.058,53.862,73.065,4.688,48.357,47.086,-121.912,-30.544,-99.535
7470,1199.971,5.057,53.751,73.068,4.701,48.357,46.958,-122.089,-29.546,-99.558
7471,1199.999,5.055,53.62,73.068,4.711,48.357,46.836,-122.243,-28.599,-99.577
7472,1200.064,5.054,53.51,73.07,4.719,48.357,46.723,-122.417,-27.606,-99.606
7473,1199.961,5.051,53.372,73.068,4.729,48.356,46.589,-122.577,-26.625,-99.636
7474,1200.122,5.048,53.254,73.069,4.741,48.357,46.468,-122.752,-25.63,-99.661
7475,1200.105,5.048,53.135,73.069,4.751,48.355,46.354,-122.909,-24.668,-99.695
7476,1200.003,5.046,53.009,73.074,4.761,48.356,46.229,-123.069,-23.648,-99.72
7477,1200.063,5.044,52.876,73.075,4.77,48.356,46.097,-123.248,-22.693,-99.731
7478,1200.127,5.042,52.759,73.073,4.78,48.355,45.982,-123.412,-21.697,-99.762
7479,1200.005,5.039,52.638,73.077,4.79,48.357,45.853,-123.569,-20.705,-99.792
7480,1200.016,5.038,52.503,73.072,4.8,48.355,45.722,-123.737,-19.743,-99.81
7481,1200.05,5.036,52.388,73.079,4.809,48.356,45.598,-123.9,-18.728,-99.818
7482,1199.987,5.034,52.254,73.078,4.821,48.355,45.489,-124.044,-17.769,-99.847
7483,1199.983,5.032,52.124,73.074,4.829,48.356,45.354,-124.21,-16.769,-99.858
7484,1200.041,5.031,52.001,73.077,4.838,48.355,45.241,-124.38,-15.784,-99.877
7485,1199.922,5.028,51.883,73.076,4.848,48.355,45.107,-124.533,-14.814,-99.897
7486,1200.052,5.026,51.758,73.08,4.86,48.355,44.989,-124.7,-13.81,-99.894
7487,1199.971,5.025,51.622,73.081,4.868,48.356,44.857,-124.855,-12.817,-99.926
7488,1199.942,5.023,51.516,73.083,4.881,48.355,44.74,-125.015,-11.833,-99.921
7489,1199.941,5.022,51.377,73.086,4.889,48.355,44.601,-125.177,-10.849,-99.938
7490,1200.063,5.018,51.249,73.084,4.899,48.355,44.486,-125.327,-9.878,-99.943
7491,1200.076,5.018,51.124,73.086,4.908,48.355,44.351,-125.498,-8.869,-99.951
7492,1200.049,5.015,51.001,73.083,4.921,48.355,44.236,-125.643,-7.896,-99.965
7493,1200.015,5.014,50.876,73.088,4.93,48.354,44.117,-125.804,-6.903,-99.968
7494,1200.007,5.01,50.754,73.083,4.941,48.354,43.977,-125.956,-5.94,-99.978
7495,1199.959,5.01,50.631,73.087,4.951,48.353,43.852,-126.11,-4.941,-99.998
7496,1200.009,5.008,50.494,73.089,4.961,48.354,43.738,-126.265,-3.936,-99.989
7497,1199.956,5.005,50.378,73.085,4.969,48.353,43.6,-126.433,-2.942,-99.993
7498,1199.92,5.003,50.25,73.087,4.979,48.353,43.472,-126.592,-1.969,-99.989
7499,1200.02,5.003,50.133,73.093,4.99,48.353,43.352,-126.728,-0.999,-100.004
7500,1199.948,5,50.001,73.09,5.001,48.353,43.232,-126.889,-0.001,-99.994
7601,1200.613,4.81,38.147,73.162,5.974,48.343,29.705,-140.018,98.016,-95.015
7602,1200.541,4.808,38.04,73.167,5.981,48.343,29.566,-140.121,98.972,-94.911
7603,1200.615,4.806,37.941,73.164,5.991,48.342,29.419,-140.227,99.894,-94.817
7604,1200.568,4.804,37.837,73.165,5.999,48.341,29.289,-140.323,100.84,-94.709
7605,1200.674,4.803,37.745,73.167,6.007,48.341,29.148,-140.431,101.764,-94.606
7606,1200.713,4.801,37.652,73.171,6.018,48.342,28.993,-140.529,102.686,-94.507
7607,1200.681,4.798,37.539,73.171,6.024,48.342,28.853,-140.634,103.635,-94.397
7608,1200.711,4.797,37.445,73.172,6.032,48.342,28.716,-140.748,104.56,-94.29
7609,1200.605,4.795,37.347,73.169,6.041,48.341,28.577,-140.841,105.484,-94.199
7610,1200.709,4.792,37.242,73.172,6.052,48.342,28.438,-140.952,106.432,-94.093
7611,1200.822,4.791,37.148,73.173,6.057,48.341,28.3,-141.039,107.345,-93.986
7612,1200.675,4.79,37.062,73.171,6.067,48.341,28.153,-141.154,108.272,-93.875
7613,1200.827,4.788,36.973,73.17,6.077,48.341,28.012,-141.253,109.215,-93.758
7614,1200.851,4.787,36.875,73.174,6.084,48.341,27.866,-141.353,110.123,-93.659
7615,1200.696,4.784,36.769,73.177,6.092,48.34,27.74,-141.44,111.065,-93.547
7616,1200.85,4.782,36.673,73.174,6.103,48.341,27.587,-141.549,111.981,-93.428
7617,1200.881,4.78,36.581,73.173,6.109,48.34,27.459,-141.646,112.885,-93.322
7618,1200.737,4.778,36.486,73.176,6.117,48.341,27.319,-141.744,113.805,-93.206
7619,1200.786,4.777,36.401,73.174,6.126,48.34,27.167,-141.845,114.745,-93.089
7620,1200.874,4.774,36.299,73.174,6.134,48.339,27.035,-141.922,115.647,-92.986
7621,1200.878,4.774,36.219,73.183,6.142,48.341,26.885,-142.028,116.552,-92.866
7622,1200.887,4.77,36.124,73.179,6.15,48.339,26.75,-142.119,117.467,-92.749
7623,1200.803,4.768,36.046,73.178,6.161,48.34,26.607,-142.217,118.379,-92.632
7624,1200.857,4.767,35.949,73.179,6.166,48.339,26.447,-142.32,119.303,-92.5
7625,1200.942,4.764,35.857,73.179,6.175,48.339,26.31,-142.398,120.205,-92.391
7626,1200.866,4.763,35.768,73.183,6.183,48.338,26.166,-142.501,121.137,-92.26
7627,1201.025,4.761,35.677,73.183,6.19,48.34,26.024,-142.585,122.053,-92.142
7628,1201.008,4.761,35.593,73.187,6.201,48.339,25.896,-142.689,122.962,-92.017
7629,1201.047,4.758,35.508,73.187,6.209,48.34,25.735,-142.784,123.849,-91.9
7630,1201.093,4.755,35.422,73.184,6.218,48.339,25.597,-142.859,124.785,-91.781
7631,1200.984,4.754,35.341,73.184,6.222,48.34,25.455,-142.957,125.681,-91.652
7632,1201.124,4.751,35.258,73.183,6.233,48.339,25.311,-143.043,126.573,-91.522
7633,1201.073,4.75,35.161,73.186,6.239,48.338,25.169,-143.13,127.476,-91.399
7634,1200.967,4.749,35.074,73.184,6.247,48.338,25.029,-143.229,128.389,-91.266
7635,1201.163,4.746,35.005,73.186,6.256,48.338,24.88,-143.309,129.301,-91.131
7636,1201.189,4.745,34.916,73.189,6.264,48.338,24.739,-143.402,130.188,-91.005
7637,1201.163,4.743,34.835,73.194,6.27,48.339,24.598,-143.483,131.078,-90.87
7638,1201.22,4.74,34.745,73.19,6.28,48.337,24.464,-143.58,131.983,-90.755
7639,1201.202,4.739,34.662,73.193,6.287,48.338,24.322,-143.66,132.883,-90.626
7640,1201.214,4.738,34.599,73.192,6.293,48.339,24.171,-143.758,133.768,-90.482
7641,1201.128,4.736,34.516,73.194,6.303,48.337,24.027,-143.837,134.635,-90.34
7642,1201.24,4.734,34.423,73.19,6.311,48.338,23.888,-143.926,135.559,-90.208
7643,1201.193,4.732,34.345,73.198,6.316,48.338,23.732,-144.001,136.42,-90.072
7644,1201.293,4.73,34.267,73.195,6.323,48.336,23.589,-144.091,137.321,-89.944
7645,1201.276,4.728,34.195,73.196,6.331,48.337,23.453,-144.177,138.194,-89.805
7646,1201.162,4.726,34.127,73.2,6.341,48.337,23.298,-144.252,139.11,-89.656
7647,1201.255,4.725,34.044,73.194,6.346,48.337,23.158,-144.336,139.993,-89.529
7648,1201.29,4.723,33.964,73.201,6.355,48.337,23.015,-144.424,140.866,-89.394
7649,1201.305,4.72,33.896,73.196,6.361,48.337,22.868,-144.506,141.748,-89.243
7650,1201.374,4.719,33.82,73.202,6.369,48.336,22.724,-144.578,142.622,-89.097
7651,1201.258,4.716,33.738,73.196,6.375,48.337,22.577,-144.66,143.488,-88.959
7652,1201.437,4.715,33.683,73.201,6.386,48.336,22.432,-144.739,144.39,-88.814
7653,1201.334,4.713,33.603,73.204,6.391,48.336,22.291,-144.822,145.274,-88.676
7654,1201.338,4.711,33.534,73.206,6.399,48.335,22.155,-144.906,146.146,-88.523
7655,1201.41,4.71,33.462,73.206,6.405,48.335,21.994,-144.985,146.989,-88.382
7656,1201.367,4.707,33.39,73.203,6.411,48.335,21.856,-145.05,147.895,-88.232
7657,1201.431,4.705,33.326,73.206,6.419,48.335,21.717,-145.128,148.758,-88.082
7658,1201.469,4.704,33.245,73.205,6.426,48.335,21.57,-145.218,149.607,-87.927
7659,1201.459,4.703,33.177,73.204,6.436,48.336,21.43,-145.294,150.501,-87.775
7660,1201.544,4.701,33.109,73.206,6.442,48.335,21.273,-145.374,151.358,-87.627
7661,1201.593,4.698,33.041,73.211,6.446,48.336,21.138,-145.449,152.192,-87.475
7662,1201.48,4.696,32.987,73.209,6.456,48.336,20.992,-145.512,153.081,-87.318
7663,1201.519,4.695,32.912,73.212,6.46,48.334,20.836,-145.583,153.945,-87.174
7664,1201.52,4.694,32.849,73.209,6.47,48.335,20.7,-145.657,154.782,-87.023
7665,1201.642,4.692,32.784,73.208,6.477,48.336,20.545,-145.742,155.637,-86.871
7666,1201.622,4.69,32.714,73.211,6.482,48.335,20.407,-145.8,156.527,-86.717
7667,1201.594,4.688,32.658,73.213,6.49,48.335,20.262,-145.891,157.358,-86.559
7668,1201.698,4.685,32.594,73.216,6.495,48.334,20.105,-145.947,158.208,-86.386
7669,1201.696,4.684,32.53,73.216,6.501,48.335,19.973,-146.021,159.067,-86.242
7670,1201.74,4.682,32.466,73.216,6.509,48.334,19.819,-146.089,159.924,-86.073
7671,1201.696,4.68,32.409,73.214,6.513,48.334,19.671,-146.158,160.789,-85.914
7672,1201.71,4.678,32.353,73.211,6.52,48.334,19.536,-146.228,161.598,-85.746
7673,1201.77,4.676,32.297,73.215,6.529,48.333,19.384,-146.307,162.473,-85.582
7674,1201.874,4.674,32.24,73.219,6.534,48.333,19.23,-146.363,163.3,-85.42
7675,1201.719,4.672,32.177,73.214,6.542,48.334,19.08,-146.446,164.131,-85.271
7676,1201.79,4.671,32.118,73.219,6.548,48.333,18.95,-146.516,164.974,-85.102
7677,1201.885,4.669,32.061,73.219,6.552,48.334,18.795,-146.57,165.808,-84.93
7678,1201.81,4.666,32.018,73.219,6.561,48.334,18.655,-146.638,166.67,-84.763
7679,1201.886,4.665,31.958,73.22,6.565,48.334,18.511,-146.718,167.506,-84.607
7680,1201.968,4.663,31.904,73.223,6.571,48.333,18.355,-146.772,168.342,-84.423
7681,1201.918,4.661,31.846,73.222,6.578,48.334,18.201,-146.839,169.182,-84.273
7682,1202.029,4.66,31.792,73.222,6.584,48.334,18.068,-146.911,169.985,-84.093
7683,1202.029,4.657,31.736,73.224,6.589,48.332,17.912,-146.963,170.835,-83.916
7684,1201.948,4.656,31.687,73.224,6.598,48.332,17.774,-147.024,171.673,-83.761
7685,1202.079,4.655,31.644,73.228,6.602,48.332,17.615,-147.101,172.471,-83.578
7686,1201.952,4.652,31.594,73.224,6.609,48.333,17.478,-147.146,173.285,-83.404
7687,1201.999,4.652,31.551,73.225,6.616,48.333,17.319,-147.21,174.139,-83.243
7688,1202.003,4.649,31.497,73.223,6.622,48.331,17.178,-147.283,174.939,-83.054
7689,1202.154,4.647,31.444,73.228,6.625,48.332,17.038,-147.337,175.771,-82.891
7690,1202.224,4.644,31.405,73.229,6.635,48.331,16.893,-147.397,176.583,-82.71
7691,1202.181,4.643,31.356,73.232,6.637,48.331,16.737,-147.45,177.395,-82.526
7692,1202.255,4.642,31.321,73.232,6.644,48.332,16.593,-147.527,178.219,-82.355
